driver_id,name,city,shift_preference,avg_hours_per_day,avg_earnings_per_hour,experience_months,rating,daily_productivity,avg_combined_score,avg_motion_score,avg_audio_score,total_flags,risk_score,risk_label,source
DRV3255,Suresh Mishra,Bangalore,afternoon,7.87561453280476,197,11,4.798666776097586,1548.5537030755058,0.0400324233467884,0.0514670919675727,0.0,0.0,0.0137343555936636,LOW,synthetic
DRV3256,Kavita Joshi,Kolkata,full_day,8.474394581099775,178,16,4.696445451724108,1537.0681735405672,0.0689720953587082,0.0152269388705856,0.0,0.0,0.0,LOW,synthetic
DRV3257,Amit Nair,Delhi,evening,8.680124897741562,184,18,4.702335337287042,1594.104784540351,0.579659781446568,0.9182082510527816,0.2360985805539656,1.0,24.226291709683,MEDIUM,synthetic
DRV3258,Pooja Reddy,Chennai,full_day,6.0,202,31,4.759896057394014,1223.883076952618,0.6867838121361949,0.48028627490108,0.9252152045007632,1.0,28.6389473068674,MEDIUM,synthetic
DRV3259,Rajesh Iyer,Pune,afternoon,9.475097324121062,191,32,4.904662875071927,1816.0244776450368,0.0,0.0199353895637178,0.0243542947677475,0.0,0.3387900399499961,LOW,synthetic
DRV3260,Sunita Rao,Ahmedabad,full_day,8.433767684222847,188,29,4.511979066195102,1580.7344848630937,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3261,Deepak Das,Pune,evening,6.042443193398665,187,43,4.702402854889161,1126.8009313051684,0.0229952488781174,0.0110296305530709,0.0202767320935689,0.0,0.0,LOW,synthetic
DRV3262,Nisha Mehta,Kolkata,evening,7.9565281386796,188,9,4.905731066093417,1456.6551814135637,0.0279495625425561,0.0,0.0285861154566231,0.0,0.0,LOW,synthetic
DRV3263,Ramesh Shah,Chennai,evening,8.669300725410684,189,46,4.89927709755252,1612.9082327278074,0.0217383951879298,0.0,0.0,0.0,0.8140141424316497,LOW,synthetic
DRV3264,Lakshmi Bose,Delhi,afternoon,8.126360429970182,200,25,4.466794563897926,1680.0529401403378,0.0,0.0079132007696724,0.0,0.0,0.0,LOW,synthetic
DRV3265,Arjun Sharma,Pune,full_day,9.152760011618192,176,38,4.927644756612099,1634.6161661733438,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3266,Priya Kumar,Kolkata,afternoon,8.18677290223325,184,29,4.593883934197047,1572.123217699908,0.0629599707477093,0.0,0.0168367978106781,0.0,0.0,LOW,synthetic
DRV3267,Rahul Singh,Kolkata,afternoon,6.595496491389169,184,45,4.789728041240478,1247.4930429323229,0.8132260584494475,0.7988539525995777,0.8358713281777481,2.0,33.96710178063468,HIGH,synthetic
DRV3268,Anjali Patel,Hyderabad,morning,7.128858969867419,179,11,4.522579827794792,1290.5353639244884,0.6005844572470301,0.4742349286386635,0.5520954209137304,2.0,23.03441576687445,MEDIUM,synthetic
DRV3269,Vikram Gupta,Pune,morning,7.007106362989127,205,35,4.61627331980287,1452.6724463687656,0.0130194552964894,0.0,0.0016430191364157,0.0,0.0,LOW,synthetic
DRV3270,Meera Verma,Pune,evening,8.509416491578742,175,15,4.904540396316071,1475.040765340924,0.0,0.0,0.03469168238892,0.0,0.0,LOW,synthetic
DRV3271,Suresh Mishra,Bangalore,evening,8.15080269248822,182,29,4.712792677590449,1483.9174859666102,0.0,0.0,0.0159523647814882,0.0,0.2146621711013196,LOW,synthetic
DRV3272,Kavita Joshi,Kolkata,full_day,9.082592780111938,173,10,4.980795457690107,1615.3192692876542,0.0,0.0185339256277961,0.0314576192496261,0.0,0.0,LOW,synthetic
DRV3273,Amit Nair,Kolkata,evening,8.116395579913837,177,34,4.498654930633943,1404.9229866528797,0.013439589795735,0.0,0.028713958244,0.0,0.0,LOW,synthetic
DRV3274,Pooja Reddy,Kolkata,evening,9.440790594545003,174,8,4.821528993361984,1625.536974120767,0.0,0.0,0.0013168925764726,0.0,2.3952950422988115,LOW,synthetic
DRV3275,Rajesh Iyer,Ahmedabad,full_day,8.438553345351844,188,28,4.488740839787348,1599.7477426647774,0.0500216864184194,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3276,Sunita Rao,Kolkata,full_day,6.701184403649953,180,39,4.883400235653752,1200.8912435731015,0.0,0.0,0.0,0.0,0.9402883636109136,LOW,synthetic
DRV3277,Deepak Das,Hyderabad,morning,7.65233937345786,190,8,4.601306985439878,1496.316507513768,0.6658740432761511,0.8978084675809584,0.3937612625326906,3.0,26.259729771780407,MEDIUM,synthetic
DRV3278,Nisha Mehta,Ahmedabad,full_day,8.340598046526454,188,29,4.501696950633252,1616.9563239557888,0.0199426063152136,0.0046587362283322,0.0371663552719443,0.0,0.265601379997927,LOW,synthetic
DRV3279,Ramesh Shah,Mumbai,evening,7.660973192985744,203,28,4.410767490376991,1587.7294570792983,0.8221935611398867,0.8184587193238918,0.6496705555786675,1.0,30.141745911133203,HIGH,synthetic
DRV3280,Lakshmi Bose,Mumbai,morning,8.661357548459701,196,35,4.777084801661976,1749.346880521452,0.0,0.0199331950438639,0.0,0.0,0.0,LOW,synthetic
DRV3281,Arjun Sharma,Delhi,full_day,9.407184457616484,170,13,4.85761029567303,1580.13089867748,0.0034137792947571,0.0029784541846966,0.038565328724153,0.0,0.0,LOW,synthetic
DRV3282,Priya Kumar,Mumbai,evening,7.03659076025855,175,32,4.81531776294273,1204.468710108976,0.0,0.0,0.0029452821190302,0.0,0.5864374754093167,LOW,synthetic
DRV3283,Rahul Singh,Mumbai,full_day,8.377812430592025,173,24,4.781992741846325,1490.479466335381,0.003319360165116,0.0551914347584213,0.0302370402694429,0.0,0.9002700841587242,LOW,synthetic
DRV3284,Anjali Patel,Ahmedabad,evening,6.1053792426283495,185,45,4.789857399128686,1178.184879742207,0.0366861302049391,0.0,0.0,0.0,0.1898433883903164,LOW,synthetic
DRV3285,Vikram Gupta,Bangalore,full_day,8.16500236772801,199,47,4.9636983016278,1587.3297845370446,0.0070627064937481,0.0362825495103922,0.0,0.0,0.0,LOW,synthetic
DRV3286,Meera Verma,Chennai,evening,8.661351700406524,188,46,4.917008457379392,1607.9544322214922,0.0744228379770852,0.0,0.0139270024786673,0.0,1.2214402275504626,LOW,synthetic
DRV3287,Suresh Mishra,Mumbai,morning,6.022765223736006,179,10,4.8058252408609405,1094.518278808706,0.0167245195062735,0.0,0.0165167031100012,0.0,0.0,LOW,synthetic
DRV3288,Kavita Joshi,Ahmedabad,evening,9.281335585187191,204,27,4.905157752733462,1894.0145759271484,0.48260926429539,0.593718101234902,0.3745880971711369,3.0,20.32303432083658,MEDIUM,synthetic
DRV3289,Amit Nair,Bangalore,morning,8.484633229833914,174,30,5.0,1503.514481411909,0.0146667327154234,0.0,0.0410399469182359,0.0,0.0,LOW,synthetic
DRV3290,Pooja Reddy,Kolkata,evening,8.164902820175644,196,46,4.465744700591555,1653.888164389831,0.4979072388294966,0.6797165298199784,0.4295402945517975,2.0,22.038502686098997,MEDIUM,synthetic
DRV3291,Rajesh Iyer,Hyderabad,afternoon,6.143616051722536,201,43,4.783619174911116,1232.9199430354236,0.0,0.0,0.0176455190023925,0.0,0.0,LOW,synthetic
DRV3292,Sunita Rao,Kolkata,evening,8.120788579699584,202,21,4.592488917734477,1673.9886804912978,0.0,0.0121502806604473,0.0,0.0,0.3893174767465536,LOW,synthetic
DRV3293,Deepak Das,Mumbai,full_day,8.678184666494364,183,10,4.687550296584668,1604.5722596096284,0.6605184563003532,0.6040271063656704,0.6809180880548426,1.0,25.00430794214344,MEDIUM,synthetic
DRV3294,Nisha Mehta,Mumbai,full_day,8.296411366621099,173,26,4.795485447877109,1443.7934123084376,0.0,0.0,0.0374621749710675,0.0,0.0,LOW,synthetic
DRV3295,Ramesh Shah,Pune,afternoon,8.231099556872984,197,10,4.504093679962535,1594.1249034344755,0.038781018520202,0.0231317847570591,0.0,0.0,0.0,LOW,synthetic
DRV3296,Lakshmi Bose,Delhi,afternoon,8.25846073006774,202,24,4.51673453023685,1675.9969517955328,0.0,0.0510710287244077,0.0,0.0,0.5675071216083674,LOW,synthetic
DRV3297,Arjun Sharma,Delhi,morning,8.195836700837788,185,50,4.875387941171213,1512.2448298433633,0.6477384224681497,0.6367081780658328,0.6945817645152611,1.0,28.00155603704454,MEDIUM,synthetic
DRV3298,Priya Kumar,Ahmedabad,full_day,6.215948589483047,180,26,4.699853089806752,1135.896277971635,0.0501796074717714,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3299,Rahul Singh,Hyderabad,afternoon,8.63422018323944,192,21,4.6118311763547455,1632.3189801475328,0.6952400175274328,0.7490258429061949,0.8788964210474867,1.0,32.65334843254736,HIGH,synthetic
DRV3300,Anjali Patel,Hyderabad,evening,8.289371343466676,196,44,4.684634828086836,1667.2967237538105,0.7312378405170481,0.924134227459219,0.5631317865278017,1.0,29.530508704765484,MEDIUM,synthetic
DRV3301,Vikram Gupta,Delhi,afternoon,8.114312695364276,171,44,4.496793677435413,1413.3337864739294,0.0070027156084707,0.0,0.0,0.0,1.052777310693387,LOW,synthetic
DRV3302,Meera Verma,Mumbai,morning,7.5882502747948415,194,20,4.807757584700014,1491.238231238155,0.5196689419853421,0.5935509355196621,0.5075388348633594,2.0,20.742391972836565,MEDIUM,synthetic
DRV3303,Suresh Mishra,Bangalore,full_day,8.854111775310342,170,8,4.700186375056326,1470.9414131075991,0.0160932015363702,0.0096077467612735,0.0181988993893514,0.0,0.7836918201281482,LOW,synthetic
DRV3304,Kavita Joshi,Mumbai,full_day,8.183849959078206,173,27,4.811210207945767,1457.2355796296283,0.0035620654009998,0.0500698764171519,0.0,0.0,1.1480867509654749,LOW,synthetic
DRV3305,Amit Nair,Bangalore,morning,8.61270240051454,185,46,5.0,1604.6085400587615,0.7260793024473126,0.5894127473020879,0.8141789321046193,1.0,28.891479282160223,MEDIUM,synthetic
DRV3306,Pooja Reddy,Chennai,evening,8.635546890938128,186,44,4.894814512707375,1599.2909938734608,0.0,0.014948131263693,0.0,0.0,2.7844451257299783,LOW,synthetic
DRV3307,Rajesh Iyer,Kolkata,evening,7.95771549939051,188,10,4.880500795195439,1494.1015982423214,0.0,0.0384877725954918,0.0659459030346788,0.0,0.6523331810096746,LOW,synthetic
DRV3308,Sunita Rao,Bangalore,evening,8.784634996351254,187,46,4.704109789555999,1668.2457419570685,0.0,0.0,0.0,0.0,2.339754389089741,LOW,synthetic
DRV3309,Deepak Das,Delhi,morning,8.193756424658014,183,48,4.901662295086333,1503.292369990644,0.6469659333797282,0.699756136537842,0.7378278017693728,1.0,30.94722788927537,HIGH,synthetic
DRV3310,Nisha Mehta,Pune,evening,8.760040863732288,173,11,4.883491708015206,1482.905150581274,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3311,Ramesh Shah,Ahmedabad,morning,6.964260083923055,195,16,4.509678120003072,1337.697922600546,0.6973770349517914,0.4175234867136146,0.8831055452089652,1.0,28.328579391318964,MEDIUM,synthetic
DRV3312,Lakshmi Bose,Ahmedabad,afternoon,9.29460210320635,194,46,4.721082369293936,1791.717275981577,0.6201371317944155,0.588328736822638,0.5930460461320859,1.0,23.885333631151354,MEDIUM,synthetic
DRV3313,Arjun Sharma,Pune,morning,6.832337500199406,179,10,4.589024317510009,1234.923010828407,0.526772841954866,0.6292780406652682,0.3696533833576527,1.0,20.32306842244639,MEDIUM,synthetic
DRV3314,Priya Kumar,Hyderabad,afternoon,6.003693959043242,201,39,4.787901313053113,1216.157754940191,0.0308090076418805,0.0,0.0017295821788296,0.0,0.0,LOW,synthetic
DRV3315,Rahul Singh,Pune,morning,6.768855998186247,175,40,4.787294137231553,1153.5889492076471,0.5319292573308158,0.5780812226925817,0.5209319505780314,1.0,20.416977416141076,MEDIUM,synthetic
DRV3316,Anjali Patel,Bangalore,evening,7.284858917327933,173,21,4.672088093180873,1257.0724341936025,0.0326774842009,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3317,Vikram Gupta,Chennai,full_day,7.55370800507781,177,21,4.833329473705884,1345.3863351984355,0.01144399194797,0.0770807270803772,0.0,0.0,2.950963599142224,LOW,synthetic
DRV3318,Meera Verma,Kolkata,afternoon,8.039362988477054,182,39,4.892536168534331,1486.118326244727,0.6926711960357587,0.7435097656972518,0.4997306605297414,2.0,26.64689858354464,MEDIUM,synthetic
DRV3319,Suresh Mishra,Chennai,morning,8.683430108859348,180,31,4.785726072669469,1577.2443782614637,0.0,0.0576790216900921,0.0633129991661066,0.0,0.0,LOW,synthetic
DRV3320,Kavita Joshi,Delhi,afternoon,6.615728068747651,185,20,4.481264573506968,1218.9325896312882,0.6716448666033956,0.8583208595420415,0.3949991117832044,1.0,25.00287388041891,MEDIUM,synthetic
DRV3321,Amit Nair,Pune,full_day,8.523597569599977,194,32,4.893549079767311,1625.02584991775,0.0,0.0011919180938374,0.0,0.0,0.0,LOW,synthetic
DRV3322,Pooja Reddy,Chennai,afternoon,7.147306912469944,173,42,4.888440422051243,1235.075457029141,0.6518295951940795,0.5955970762474204,0.671944489154019,4.0,28.380883752955437,MEDIUM,synthetic
DRV3323,Rajesh Iyer,Bangalore,evening,8.044503411260095,182,15,5.0,1474.0579209922037,0.5246783321465809,0.5813666576214612,0.5679126080994923,1.0,23.660108057026616,MEDIUM,synthetic
DRV3324,Sunita Rao,Mumbai,evening,6.471290831600313,186,18,4.879236640335225,1262.1060132901655,0.0,0.0,0.0,0.0,0.6758283059048399,LOW,synthetic
DRV3325,Deepak Das,Ahmedabad,morning,6.955681643590257,193,15,4.47441805702537,1309.9695793829517,0.6187245376553125,0.4317840149824183,0.966931249804445,1.0,26.803228033474,MEDIUM,synthetic
DRV3326,Nisha Mehta,Pune,afternoon,6.938512277520327,186,45,4.609174777291477,1231.8678762014065,0.0081137312280009,0.0,0.0025207670160338,0.0,1.2580101983787904,LOW,synthetic
DRV3327,Ramesh Shah,Chennai,full_day,7.642870404383218,203,25,4.698217426418392,1589.941094378812,0.0114087931215064,0.0,0.0128844268953394,0.0,0.0,LOW,synthetic
DRV3328,Lakshmi Bose,Chennai,evening,7.473139362841005,171,39,4.996292989800166,1321.8478299216692,0.0788576137091772,0.0390894735396396,0.0144692013246182,0.0,0.3921398778177289,LOW,synthetic
DRV3329,Arjun Sharma,Hyderabad,afternoon,6.925914946500564,188,26,4.809305338970266,1313.0139873913784,0.0,0.0491100141139068,0.0,0.0,0.3637438418210697,LOW,synthetic
DRV3330,Priya Kumar,Delhi,evening,7.848781997608384,183,17,4.402273169642972,1463.4609776011268,0.5998607059274074,0.6096836900370347,0.603801288466951,2.0,22.25994778295656,MEDIUM,synthetic
DRV3331,Rahul Singh,Ahmedabad,afternoon,6.628501357129662,180,8,4.4,1148.413321587106,0.5151768772918496,0.5063411133014143,0.495980682194393,3.0,20.640319017460047,MEDIUM,synthetic
DRV3332,Anjali Patel,Hyderabad,afternoon,7.983784745154749,186,8,4.57662765137711,1482.0480627845568,0.5721690768272256,0.7096945954538314,0.3862232626229755,1.0,21.997961044769045,MEDIUM,synthetic
DRV3333,Vikram Gupta,Chennai,full_day,8.388086831533627,170,37,4.472263785798625,1430.2380373667727,0.3346231611969532,0.4134708130239202,0.2043058531889277,1.0,14.02605960994529,LOW,synthetic
DRV3334,Meera Verma,Mumbai,morning,8.718773576242768,204,12,4.488353643004106,1764.6070214281335,0.0353862092781311,0.0251846162565424,0.0,0.0,1.842841733093326,LOW,synthetic
DRV3335,Suresh Mishra,Hyderabad,afternoon,6.18284110882582,203,42,4.781969746582411,1244.1250364722966,0.0,0.0,0.0256503742829405,0.0,0.1536171583780994,LOW,synthetic
DRV3336,Kavita Joshi,Ahmedabad,full_day,8.267077255266358,181,43,4.80447621329848,1512.648705479362,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3337,Amit Nair,Hyderabad,morning,7.650160337868077,189,9,4.5700919086897,1486.0282713408164,0.6567655701460696,0.8216286491840585,0.3806436215240599,3.0,27.344760830435245,MEDIUM,synthetic
DRV3338,Pooja Reddy,Delhi,full_day,6.25952113952,184,19,4.792564855714376,1133.0679823432572,0.5119117276561308,0.8071146866964873,0.2851531342219831,1.0,22.99152817233944,MEDIUM,synthetic
DRV3339,Rajesh Iyer,Bangalore,morning,8.507774308761698,199,47,4.4,1695.6006015451571,0.8222123816286727,0.840997406855563,0.78780260608816,1.0,31.569866077403336,HIGH,synthetic
DRV3340,Sunita Rao,Chennai,full_day,8.892086353458916,173,49,4.599340632740572,1541.2194397740457,0.0,0.0286354017864445,0.0,0.0,2.012051759607027,LOW,synthetic
DRV3341,Deepak Das,Delhi,afternoon,8.238828793910573,203,22,4.506633769213575,1629.686458274724,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3342,Nisha Mehta,Pune,afternoon,7.554535786179491,196,46,4.4,1491.2938369636968,0.7602373915324813,0.7398715116581503,0.5566299081220828,3.0,28.4810056918606,MEDIUM,synthetic
DRV3343,Ramesh Shah,Chennai,full_day,6.0,202,34,4.788901291869835,1213.8482485838522,0.6994062694971915,0.3809806919726384,0.9022586549677124,1.0,27.54395541953438,MEDIUM,synthetic
DRV3344,Lakshmi Bose,Chennai,full_day,7.598348786483592,185,26,4.620692565426514,1373.763314656557,0.6432386905563933,0.8239668610145544,0.4136396197042552,1.0,28.07350453204588,MEDIUM,synthetic
DRV3345,Arjun Sharma,Bangalore,evening,7.73712859793187,190,20,4.594678663742475,1447.1254036749388,0.0240702143683788,0.0436013837594205,0.0134100927221834,0.0,0.0,LOW,synthetic
DRV3346,Priya Kumar,Pune,morning,6.846985532021297,181,14,4.623596557943295,1216.2972316771527,0.5162420346876221,0.6220603759628425,0.3415401052644554,1.0,19.904587047187785,LOW,synthetic
DRV3347,Rahul Singh,Delhi,evening,7.343927811592877,201,39,4.894593954046886,1449.687403185804,0.0366576544077699,0.0,0.0,0.0,1.304061457251069,LOW,synthetic
DRV3348,Anjali Patel,Kolkata,afternoon,8.298928421728068,186,27,4.599729476543635,1579.4449782322945,0.0,0.0482375889763898,0.0,0.0,0.0,LOW,synthetic
DRV3349,Vikram Gupta,Hyderabad,evening,8.347106629725397,195,44,4.6976929816318105,1669.819613620985,0.7472521786931886,0.87093674069257,0.5976921952568826,1.0,30.751932409025592,HIGH,synthetic
DRV3350,Meera Verma,Delhi,afternoon,7.715132662303326,183,22,4.803844582161654,1348.9469490626404,0.3105651295585521,0.4141904212633218,0.2679630491801388,1.0,10.48027268276911,LOW,synthetic
DRV3351,Suresh Mishra,Delhi,afternoon,7.645929332067319,181,22,4.793018983678487,1410.7932036472423,0.2903608526927948,0.461223220970401,0.268079209005699,1.0,11.750686546520669,LOW,synthetic
DRV3352,Kavita Joshi,Ahmedabad,afternoon,7.375037608036022,204,39,4.601598482091732,1514.8746889144122,0.0015482950028757,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3353,Amit Nair,Kolkata,evening,8.282044013207024,195,44,4.525453575446508,1614.3423604504535,0.4867133391686769,0.7385952397358051,0.3967781469063197,2.0,25.798294018206875,MEDIUM,synthetic
DRV3354,Pooja Reddy,Hyderabad,evening,7.204898718911183,205,24,4.61743975930331,1514.357837744176,0.0297003709934943,0.0,0.0150610825955912,0.0,0.1930793920978372,LOW,synthetic
DRV3355,Rajesh Iyer,Chennai,afternoon,7.106302029033657,172,40,4.917554265321734,1267.2286539971344,0.6206459063160695,0.502460283312922,0.7315708700113178,4.0,27.021351079048195,MEDIUM,synthetic
DRV3356,Sunita Rao,Kolkata,full_day,6.71632130968413,180,38,4.877687079906141,1172.9037136124405,0.0,0.0,0.0267315783568034,0.0,1.523364577794935,LOW,synthetic
DRV3357,Deepak Das,Kolkata,evening,6.589558209986354,171,8,4.680377582482165,1107.573778235248,0.6655694331788063,0.6488263549960136,0.7959197600489071,1.0,25.75809467558513,MEDIUM,synthetic
DRV3358,Nisha Mehta,Pune,evening,6.137669488862553,188,42,4.7036206485207535,1178.350734738185,0.0,6.113034069041576e-05,0.0,0.0,0.0,LOW,synthetic
DRV3359,Ramesh Shah,Mumbai,evening,9.144185554630072,195,34,4.612815427344042,1759.7835491262742,0.0367076997645254,0.0,0.0072127323242121,0.0,2.3013257134072638,LOW,synthetic
DRV3360,Lakshmi Bose,Mumbai,morning,6.130689312475212,178,12,4.791368085396749,1089.682757854682,0.0,0.0,0.0,0.0,0.8025574874065597,LOW,synthetic
DRV3361,Arjun Sharma,Bangalore,evening,7.681965127228623,189,21,4.588400923527303,1446.6721674946011,0.0,0.0,0.062793053908618,0.0,0.0,LOW,synthetic
DRV3362,Priya Kumar,Delhi,morning,6.03137420257257,195,43,4.723176092858271,1209.7399855193323,0.6210311003421257,0.5574409849107346,0.6834865651375173,5.0,27.196131045810453,MEDIUM,synthetic
DRV3363,Rahul Singh,Hyderabad,morning,8.027675555974472,184,24,4.611404398693052,1494.9213491095966,0.7132226611566798,0.7876659205806636,0.611584805632902,4.0,32.89649050958859,HIGH,synthetic
DRV3364,Anjali Patel,Chennai,full_day,8.868081063156156,174,47,4.617591649495946,1542.8234205285685,0.0051267847063519,0.0,0.0135666004598392,0.0,0.0,LOW,synthetic
DRV3365,Vikram Gupta,Mumbai,morning,8.86191333405093,199,38,4.792659799183324,1723.219754921971,0.0,0.0067275950727637,0.0083369282092534,0.0,0.1923061273127217,LOW,synthetic
DRV3366,Meera Verma,Pune,morning,8.628603563251003,199,18,4.691353369499483,1666.9210308492984,0.4948095176184781,0.6947520600663202,0.393675054235424,1.0,24.701483638630155,MEDIUM,synthetic
DRV3367,Suresh Mishra,Ahmedabad,afternoon,8.160636597354937,190,35,4.81577765696986,1566.3806913238689,0.0169342555636691,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3368,Kavita Joshi,Delhi,afternoon,6.436263477141161,181,10,4.895631531727833,1151.6045532435198,0.0497920695489224,0.0,0.0102426541766904,0.0,0.6864904845237988,LOW,synthetic
DRV3369,Amit Nair,Delhi,afternoon,6.991572048431568,199,46,4.6898429886227015,1390.2614535565897,0.0015582036761341,0.0176353347917168,0.0,0.0,0.0,LOW,synthetic
DRV3370,Pooja Reddy,Ahmedabad,morning,6.67916320593467,189,32,4.484815847002196,1297.095029622618,0.0,0.0084371599493695,0.0,0.0,2.074844386379786,LOW,synthetic
DRV3371,Rajesh Iyer,Pune,morning,7.279287077244754,199,13,4.791498451682474,1449.2021125329595,0.6709943155181357,0.5668903563054631,0.7907080839567859,2.0,28.189037096648285,MEDIUM,synthetic
DRV3372,Sunita Rao,Ahmedabad,full_day,8.309715822999953,183,41,4.814550431869629,1529.91541664456,0.0,0.0056612749902712,0.004773613817457,0.0,0.0,LOW,synthetic
DRV3373,Deepak Das,Kolkata,morning,7.221985776700759,183,28,4.574898081894949,1329.2105111755352,0.5676543078508869,0.5377432089675444,0.5778079228699687,2.0,20.00830338755901,MEDIUM,synthetic
DRV3374,Nisha Mehta,Kolkata,full_day,7.344989454941639,174,43,4.610459555625063,1274.1211670574228,0.6130265672667445,0.8192182614208993,0.3608432444183181,1.0,24.335190569103467,MEDIUM,synthetic
DRV3375,Ramesh Shah,Kolkata,evening,9.488278877496176,173,8,4.788224108679963,1632.1733812102775,0.0,0.002337731985291,0.0188683673695629,0.0,0.2463819534740291,LOW,synthetic
DRV3376,Lakshmi Bose,Kolkata,evening,8.033680037141725,193,23,4.596503234963789,1557.8961774177792,0.8385829252206065,0.6942540074941611,0.822274876370844,1.0,33.93757512026056,HIGH,synthetic
DRV3377,Arjun Sharma,Chennai,evening,8.53454990622435,188,45,4.897568304931044,1605.3334000617715,0.0306948745582813,0.0030707285801262,0.0435703752501049,0.0,0.0,LOW,synthetic
DRV3378,Priya Kumar,Ahmedabad,morning,6.739016391073029,175,28,4.896329569662264,1175.8586824082493,0.0193598143992724,0.0,0.0,0.0,0.0,LOW,synthetic
DRV3379,Rahul Singh,Kolkata,evening,8.173872960444552,205,20,4.595225791857236,1635.1088248121875,0.0,0.0,0.0282112130976206,0.0,0.0,LOW,synthetic
DRV3380,Anjali Patel,Bangalore,afternoon,6.562557593130977,177,14,4.4,1147.837021206099,0.0,0.029737431350799,0.0082208975511412,0.0,0.0,LOW,synthetic
DRV3381,Vikram Gupta,Delhi,full_day,8.189727372800807,196,40,4.790498640903299,1598.4747164985122,0.5487509498546954,0.6886893046056083,0.3842593065643115,3.0,21.317038140465154,MEDIUM,synthetic
DRV3382,Meera Verma,Chennai,morning,6.090158282083286,193,21,5.0,1186.3512714956946,0.6222124762102164,0.6800898634042077,0.6017562761443818,5.0,25.14548182030233,MEDIUM,synthetic
DRV3383,Suresh Mishra,Kolkata,full_day,8.103025330201211,205,28,4.800416506933822,1671.286747402004,0.0066018709063183,0.0,0.0,0.0,0.5536657525739708,LOW,synthetic
DRV3384,Kavita Joshi,Delhi,afternoon,8.245290963967498,172,45,4.497905797615998,1420.9281745381484,0.0288180365808675,0.0246465929678919,0.0,0.0,0.0,LOW,synthetic
DRV3385,Amit Nair,Delhi,afternoon,6.64289479993399,180,10,4.8892810515058605,1116.5119923984346,0.0044830091177761,0.0177580030238018,0.0233121157989,0.0,0.0143442785383158,LOW,synthetic
DRV3386,Pooja Reddy,Kolkata,full_day,6.518181859506571,203,40,4.793216923382797,1331.9805126132292,0.0387332219492348,0.0,0.0600539890038711,0.0,0.4039002451167498,LOW,synthetic
DRV3387,Rajesh Iyer,Delhi,morning,8.363488010145902,195,28,4.489338940300639,1601.6935278454368,0.385205412422175,0.3741080344432286,0.3792389504139391,1.0,13.769127526809095,LOW,synthetic
DRV3388,Sunita Rao,Delhi,full_day,9.138407260622884,173,21,4.912725742829581,1609.401276351748,0.7426447238110753,0.7953667855835118,0.603838571959823,1.0,30.78791486225534,HIGH,synthetic
DRV3389,Deepak Das,Ahmedabad,afternoon,7.853538452165114,176,31,4.887469548311779,1403.3233936040958,0.602051642722721,0.6472250093262409,0.5367554585908103,6.0,25.611339221095207,MEDIUM,synthetic
DRV3390,Nisha Mehta,Pune,afternoon,9.51774107626144,192,32,4.86265059780478,1769.4435322398294,0.0,0.0283986136564015,0.0,0.0,0.2793760108545998,LOW,synthetic
DRV3391,Ramesh Shah,Hyderabad,afternoon,7.038548558627742,194,8,4.700969515568166,1349.6247799563916,0.4746902103781284,0.5982276963766405,0.4446640126197878,1.0,20.623065474858727,MEDIUM,synthetic
DRV3392,Lakshmi Bose,Mumbai,full_day,8.079449246701664,172,13,4.4,1453.5054566893114,0.3251223297707965,0.3407889652493395,0.2865104324930405,2.0,13.442191831808463,LOW,synthetic
DRV3393,Arjun Sharma,Ahmedabad,full_day,8.064582721638688,203,40,4.490259819734381,1637.920894649035,0.6589985412245357,0.3835650408691835,0.8801099263119383,1.0,26.07141907264296,MEDIUM,synthetic
DRV3394,Priya Kumar,Bangalore,evening,8.283792303781018,183,16,5.0,1457.151941165077,0.6097786193294062,0.6669668007814289,0.5801035420415903,1.0,23.727026523757225,MEDIUM,synthetic
DRV3395,Rahul Singh,Delhi,full_day,8.008758595241279,198,43,4.754548464906983,1593.7577500826203,0.5499568023392333,0.6710597105923175,0.3977565237173884,3.0,20.43355823191716,MEDIUM,synthetic
DRV3396,Anjali Patel,Ahmedabad,morning,6.245582809286489,201,26,4.626208962377387,1252.3863468558343,0.0,0.023083388597135,0.0,0.0,2.090880718782902,LOW,synthetic
DRV3397,Vikram Gupta,Chennai,afternoon,6.834400183447205,174,44,4.9175366304991375,1256.7357261589432,0.6244852277197915,0.6081756104799381,0.7249917413875463,4.0,25.876524327556734,MEDIUM,synthetic
DRV3398,Meera Verma,Kolkata,evening,8.189876022898911,198,23,4.589557058635851,1590.6611772585447,0.7809454190293676,0.7338736458286439,0.8429215499203203,1.0,32.48853986959344,HIGH,synthetic
DRV3399,Suresh Mishra,Bangalore,evening,8.099171316648468,182,15,4.992504594764591,1461.7166428298372,0.588041133746626,0.6229257001705801,0.5406827705928762,1.0,25.14656385187559,MEDIUM,synthetic
